,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
3455,Sat Jun 19 00:14:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,297,274,JWillieii,742,185,,,,, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
3456,Sat Jun 19 00:15:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @AmitAryaMD: Just 10 countries have received 75% of the world’s #COVID19 vaccine doses.

But the entire continent of Africa, currently e…",0,0.5125,en,796,247,Wendydaisy6,6,78,,,,,just 10 countries have received 75  of the world s  covid19 vaccine doses   but the entire continent of africa  currently e 
3457,Sat Jun 19 00:15:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,524,362,h4iq4l,107,1398,FALSE,,,Malay-Sia,liars  you tried to load off your expired vaccines  just another war crime by israel   
3458,Sat Jun 19 00:15:13 +0000 2021,"<a href=""https://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>","An ‘African passport’ is expected to roll out in 2021 – what it means for South Africa

--&gt; https://t.co/C4iTzFcl67… https://t.co/Z1vePex3uq",-0.05,0.2,en,0,,docs2go,1039,1441,FALSE,,,South Africa,an  african passport  is expected to roll out in 2021   what it means for south africa     gt     
3459,Sat Jun 19 00:15:27 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@KeithOlbermann @Bease11 ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov… https://t.co/r7PmriXgCw",1,0.3,en,0,,Rosenchild,13363,12138,FALSE,,,"New York, NY",   11    learn from the experts at      for the best protection against  covid19      
3460,Sat Jun 19 00:15:46 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @NathanStall: 👇👇👇

""People are free to believe that #COVID19 is a hoax, and to argue that vaccines are a plot...but there is no constitu…",0.4,0.8,en,258,55,willfalk,4879,3841,,,,"East Garafraxa, Ontario",      people are free to believe that  covid19 is a hoax  and to argue that vaccines are a plot   but there is no constitu 
3461,Sat Jun 19 00:15:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Rosenchild: @KeithOlbermann @Bease11 ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommen…",1,0.3,en,1,1,Rosenchild,13363,12138,,,,"New York, NY",   11    learn from the experts at      for the best protection against  covid19    recommen 
3462,Sat Jun 19 00:16:00 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“Risk of COVID-19 Infection Plummets 21 Days after a Vaccination” - via @newscientist - https://t.co/MHGGyBWiWa
--… https://t.co/QGKxSfXGcz",0,0,en,0,,Vaxyourfam,8538,2237,FALSE,,,United States, risk of covid 19 infection plummets 21 days after a vaccination    via            
3463,Sat Jun 19 00:16:01 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“No, the COVID-19 Vaccine Will Not Make You Magnetic” - via @SELFmagazine - https://t.co/JNojBfKrqA
--
#COVID19… https://t.co/sqOJS8ZWHR",0,0,en,0,,Vaxyourfam,8538,2237,FALSE,,,United States, no  the covid 19 vaccine will not make you magnetic    via           covid19   
3464,Sat Jun 19 00:16:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,608,683,meidas_sara,200,403,,,,"Minneapolis, MN", africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
3465,Sat Jun 19 00:16:17 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I would be happy to get the state park pass or fishing license.,0.8,1,en,0,,JilanInVegas,1143,890,,,,"East side of Vegas, NV",i would be happy to get the state park pass or fishing license 
3466,Sat Jun 19 00:16:25 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,524,363,Najakhyar,110,201,FALSE,,,Malaysia,liars  you tried to load off your expired vaccines  just another war crime by israel   
3467,Sat Jun 19 00:16:31 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @stevelanebitch: Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100%…,0,0.5,en,18,10,freedominion,5040,5125,,,,Canada,michigan opens 100  indoor outdoors and drops masks june 22nd    looks like a inept coward  open ontario 100  
3468,Sat Jun 19 00:16:42 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @stevelanebitch: Michigan opens 100% indoor/outdoors and drops masks June 22nd. @fordnation looks like a inept coward. Open Ontario 100%…,0,0.5,en,18,11,tommyguns1962,42,382,,,,,michigan opens 100  indoor outdoors and drops masks june 22nd    looks like a inept coward  open ontario 100  
3469,Sat Jun 19 00:16:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,524,364,peter_donnelly,1448,2052,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel     
3470,Sat Jun 19 00:17:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BogochIsaac: Ontario administered 205,062 #COVID19 vaccines so far today. 84% were 2nd doses.

Thousands of people are essential in mak…",0.033333333,0.433333333,en,3347,215,LightDreamTwo,31,35,,,,"Toronto, Ontario",ontario administered 205 062  covid19 vaccines so far today  84  were 2nd doses   thousands of people are essential in mak 
3471,Sat Jun 19 00:17:31 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","South Africa and UK &gt;10k new #COVID19 yesterday with daily average doubling past 2wks.

Nations w/ high COVID-19 2w… https://t.co/jnHCLeb5GK",-0.020727273,0.328909091,en,0,,jmlukens,377,289,FALSE,,,California,south africa and uk  gt 10k new  covid19 yesterday with daily average doubling past 2wks   nations w  high covid 19 2w   
3472,Sat Jun 19 00:17:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Vaxyourfam: “No, the COVID-19 Vaccine Will Not Make You Magnetic” - via @SELFmagazine - https://t.co/JNojBfKrqA
--
#COVID19 #covidvacci…",0,0,en,1,1,PedsMamaDoc,5741,3634,FALSE,,,"Minneapolis, MN", no  the covid 19 vaccine will not make you magnetic    via           covid19  covidvacci 
3473,Sat Jun 19 00:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 886,0,… https://t.co/slGi91Bsqq",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  886 0    
3474,Sat Jun 19 00:17:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 160,25… https://t.co/Qu6AWBXGpf",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411004   bmcc deenanath hospital pvt vaccines  covishield  min age limit   18 45   dose1 capacity  160 25   
3475,Sat Jun 19 00:17:44 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,526,365,thinkupmindaku,148,271,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
3476,Sat Jun 19 00:17:44 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Vaxyourfam: “Risk of COVID-19 Infection Plummets 21 Days after a Vaccination” - via @newscientist - https://t.co/MHGGyBWiWa
--
#COVID19…",0,0,en,1,1,PedsMamaDoc,5741,3634,FALSE,,,"Minneapolis, MN", risk of covid 19 infection plummets 21 days after a vaccination    via           covid19 
3477,Sat Jun 19 00:17:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PeterHotez: I know it, antivaccine groups redoubling efforts to scare pregnant women (and parents about their adolescent kids). The pre…",0.333333333,0.5,en,164,44,lopcute,7344,7148,,,,london,i know it  antivaccine groups redoubling efforts to scare pregnant women  and parents about their adolescent kids   the pre 
3478,Sat Jun 19 00:18:00 +0000 2021,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","“CDC Lowers Warning for Cruises, Recommends Only Fully Vaccinated Travel” - via @washingtonpost -… https://t.co/N03OeAYg0P",0,1,en,0,,Vaxyourfam,8538,2237,FALSE,,,United States, cdc lowers warning for cruises  recommends only fully vaccinated travel    via       
3479,Sat Jun 19 00:18:16 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ArlenWms: And let's call Exposure K, the killing potential of #CabalWorld pushed #COVID19 ""vaccines"" and to kill off chances of reprodu…",0,1,en,1,3,1RuffRican,4163,4922,,,,United States,and let s call exposure k  the killing potential of  cabalworld pushed  covid19  vaccines  and to kill off chances of reprodu 
3480,Sat Jun 19 00:18:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,526,367,FadhliSuperb,516,905,FALSE,,,"Kluang, JohorDarulTakzim",liars  you tried to load off your expired vaccines  just another war crime by israel   
3481,Sat Jun 19 00:18:46 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @ArlenWms: And let's call Exposure K, the killing potential of #CabalWorld pushed #COVID19 ""vaccines"" and to kill off chances of reprodu…",0,1,en,2,4,KOL5551,425,1398,,,,,and let s call exposure k  the killing potential of  cabalworld pushed  covid19  vaccines  and to kill off chances of reprodu 
3482,Sat Jun 19 00:18:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Winnie_Byanyima: We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our…",0,0,en,961,542,geoffreyyork,290774,12126,,,,Johannesburg,we are dying  ugandans need the world to stand with them  we need oxygen  ppes   covid19 vaccines and money to pay our 
3483,Sat Jun 19 00:19:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Canada: As #Covid19 vaccines roll out across the country, it’s important that we continue to work together and follow public health mea…",0.2,0.533333333,en,44,12,JonFurmanic,619,497,,,,"Waterloo, ON",as  covid19 vaccines roll out across the country  it s important that we continue to work together and follow public health mea 
3484,Sat Jun 19 00:19:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @QuizzicalGirl: Please do your research first if you read or see something about vaccines or #covid19 that sounds unusual.

Spreading di…",0.225,0.666666667,en,23,20,drbashir2018,17880,17435,,,,Deep Space 9,please do your research first if you read or see something about vaccines or  covid19 that sounds unusual   spreading di 
3485,Sat Jun 19 00:19:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @keithmartinmd: #COVID19 is quietly devastating the health professions in Africa, a continent that already had a deficit of 2.4 million…",-1,1,en,68,63,naomeme_703,739,2841,,,,"Bay Area, California", covid19 is quietly devastating the health professions in africa  a continent that already had a deficit of 2 4 million 
3486,Sat Jun 19 00:19:17 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,83,51,AileenCS9316,972,3537,,,,Cuba,biocubafarma says phase 3 clinical trial results for  cuban  covid19  vaccines are due out in a few days  soberana02  with 
3487,Sat Jun 19 00:19:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @jeremyrhammond: In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccine…",0,1,en,12,7,Cjk857,63,90,,,,,in this interview  i discuss the possible lab origin of sars cov 2  the insanity of lockdowns  and how covid 19 vaccine 
3488,Sat Jun 19 00:19:29 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">SciBot</a>","RT @jeremyrhammond: In this interview, I discuss the possible lab origin of SARS-CoV-2, the insanity of lockdowns, and how COVID-19 vaccine…",0,1,en,13,8,B0tSci,1236,81,,,,,in this interview  i discuss the possible lab origin of sars cov 2  the insanity of lockdowns  and how covid 19 vaccine 
3489,Sat Jun 19 00:19:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BLNewsMedia: Govt, media &amp; HCWs are misleading Canadians saying #COVID19 vaccines are ""approved."" They are only approved for emergency…",0,1,en,74,48,bevrodinstudios,134,834,,,,,govt  media  amp  hcws are misleading canadians saying  covid19 vaccines are  approved   they are only approved for emergency 
3490,Sat Jun 19 00:19:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AmitAryaMD: List of vaccines which don't work against #COVID19 variants after 2 doses:

1.
2.
3. 
4. 

Please...go and get vaccinated! 💉",0,0,en,418,110,kamheidebrecht,86,333,,,,,list of vaccines which don t work against  covid19 variants after 2 doses   1  2  3   4    please   go and get vaccinated   
3491,Sat Jun 19 00:19:55 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Hena201: What kind of demonstration stipulates that Palestine can't give any vaccine to Palestinians in #GazaStrip?
Or that Israel says…",0.6,0.9,en,0,1,RoadNotTaken19,121,240,,,,,what kind of demonstration stipulates that palestine can t give any vaccine to palestinians in  gazastrip  or that israel says 
3492,Sat Jun 19 00:20:03 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","If up until 2020, you thought the government were trustworthy, reliable, dependable &amp; capable of rational and wise… https://t.co/moRHutCXkV",0.2,0.4,en,0,,tractorbadger,362,317,,,,Middlesborough,if up until 2020  you thought the government were trustworthy  reliable  dependable  amp  capable of rational and wise   
