,created_at,source,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location,clean_text
57,Fri Jun 18 18:00:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.14444444444444446,0.2,en,3.0,3.0,ambuhari,7179,5244,,[],"[{'screen_name': 'DrRafaqatRashid', 'name': 'Dr. Rafaqat Rashid', 'id': 4808453069, 'id_str': '4808453069', 'indices': [260, 276]}, {'screen_name': 'Maraviaus', 'name': 'UMaravia', 'id': 913859469850836993, 'id_str': '913859469850836993', 'indices': [277, 287]}]","Kaduna, Nigeria",join us al balagh 2nd intern confer fiqh medicin amp learn islam approach covid19 vaccin amp pharmaceut industri lead subject expert 19th amp 20th june 2021 regist httpstcot7bl2el0np drrafaqatrashid maraviau httpstco0mmkdvufev
58,Fri Jun 18 18:00:18 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.5083333333333333,0.7833333333333333,en,,,COVIDVxProject,312,401,,,,"Washington, DC",nan
59,Fri Jun 18 18:00:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.125,0.725,en,404.0,168.0,StarColombo,2675,4924,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],,israel deliv million dose covid19 vaccin palestinian author help fight corona pandem the 1st deliveri consist 100000 vaccin transfer pa friday afternoon bitunia cross httpstco7m3lwwr1j9
60,Fri Jun 18 18:00:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,210.0,97.0,tonyforde007,39,187,,[],[],,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa
61,Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",0.14017857142857146,0.5526785714285715,en,,,HamCoHealth,7520,838,,,,"Cincinnati, Ohio",nan
62,Fri Jun 18 18:00:41 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",-0.2364583333333333,0.3375,en,,,CTA_gc,5106,282,,,,Canada,nan
63,Fri Jun 18 18:00:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.14444444444444446,0.2,en,32.0,6.0,LauraMc61832350,20,37,,"[{'text': 'mbpoli', 'indices': [252, 259]}]","[{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}, {'screen_name': 'SouradetS', 'name': 'Souradet Shaw', 'id': 1143960970672390146, 'id_str': '1143960970672390146', 'indices': [241, 251]}]",,that great but zero appoint avail within 6 hour drive radiu winnipeg anyon get pfizer shot 2 save pfizer kid they dont choic vaccin kindrachukjason souradet mbpoli httpstcoeqdga4u1gh
64,Fri Jun 18 18:01:00 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,en,108.0,64.0,enterpenuerlist,64,230,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],,you get covid19 vaccin vaccin includ flu shingl visit you longer need wait 14 day vaccin side effect vaccin given alon togeth more vaccin time httpstcobv3mn5xdl httpstcorwrrzhkdeg
65,Fri Jun 18 18:01:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,48.0,18.0,trinimini05,640,198,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],Trinidad&Tobago,as june 17th tampt administ 201313 dose whoapprov covid19 vaccin the countri approxim 56 avail stock remain in tobago number lower 15 june 17th 3000 sinopharm dose arriv monday httpstco9nsihqxxpu httpstcocvgwslnmxl
66,Fri Jun 18 18:01:08 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.05,0.4,en,33.0,7.0,BilasHeidi,165,302,,"[{'text': 'mbpoli', 'indices': [252, 259]}]","[{'screen_name': 'KindrachukJason', 'name': 'Jason Kindrachuk, PhD', 'id': 1071978579934765061, 'id_str': '1071978579934765061', 'indices': [224, 240]}, {'screen_name': 'SouradetS', 'name': 'Souradet Shaw', 'id': 1143960970672390146, 'id_str': '1143960970672390146', 'indices': [241, 251]}]",Toronto ON,that great but zero appoint avail within 6 hour drive radiu winnipeg anyon get pfizer shot 2 save pfizer kid they dont choic vaccin kindrachukjason souradet mbpoli httpstcoeqdga4u1gh
67,Fri Jun 18 18:01:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.18611111111111112,0.3111111111111111,en,,,1_Henriques,93,626,,,,,nan
68,Fri Jun 18 18:01:20 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.31666666666666665,0.6111111111111109,en,12.0,7.0,iche_me,13303,12983,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],"North Carolina, USA",pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
69,Fri Jun 18 18:01:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.375,0.75,en,167.0,68.0,ONESUKIJ,84,88,,"[{'text': 'DeltaVariant', 'indices': [12, 25]}, {'text': 'DeltaVariant', 'indices': [122, 135]}, {'text': 'COVID19', 'indices': [199, 207]}]",[],"Zermatt, Switzerland",13 similar deltavari worri hospit outbreak even w 2 dose mrna vaccines16 patient amp 6 hcw deltavari posit 616 patient amp 56 hcw receiv 2 dose covid19 vaccin a 2x vaccin 80year old also die httpstcoy4gubhlmyf
70,Fri Jun 18 18:01:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.14523809523809522,0.5023809523809525,en,5.0,5.0,Alleninvest,2242,4999,,"[{'text': 'AstraZeneca', 'indices': [225, 237]}, {'text': 'CovidVaccine', 'indices': [238, 251]}, {'text': 'astrazenecavaccine', 'indices': [252, 271]}, {'text': 'Covid19', 'indices': [272, 280]}]",[],London,astrazeneca claim victori eu vaccin deliveri case fine late suppli the eu lost case ftselist pharma suppli covid19 vaccin gt httpstconivr6ficva astrazeneca covidvaccin astrazenecavaccin covid19
71,Fri Jun 18 18:01:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.125,0.725,en,5.0,6.0,Wendyisenhart,367,2518,,,,Bellingham,nan
72,Fri Jun 18 18:01:35 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.05,0.8,en,55.0,30.0,arnaldo45172700,2045,3216,,"[{'text': 'Cuban', 'indices': [53, 59]}, {'text': 'COVID19', 'indices': [60, 68]}, {'text': 'vaccines', 'indices': [69, 78]}]","[{'screen_name': 'BioCubaFarma', 'name': 'BioCubaFarma', 'id': 983814956058578945, 'id_str': '983814956058578945', 'indices': [214, 227]}, {'screen_name': 'FinlayInstituto', 'name': 'Instituto Finlay de Vacunas', 'id': 867464592846442496, 'id_str': '867464592846442496', 'indices': [228, 244]}, {'screen_name': 'cda_dc', 'name': 'CDA', 'id': 61804141, 'id_str': '61804141', 'indices': [245, 252]}, {'screen_name': 'WOLA_org', 'name': 'WOLA', 'id': 133048642, 'id_str': '133048642', 'indices': [253, 262]}, {'screen_name': 'aperezriverol', 'name': 'A. Perez-Riverol', 'id': 802608255373639680, 'id_str': '802608255373639680', 'indices': [263, 277]}]","La Habana, Cuba",biocubafarma say phase 3 clinic trial result cuban covid19 vaccin due day soberana02 without booster abdala test 85k volunt havana eastern cuba biocubafarma finlayinstituto cda_dc wola_org aperezriverol httpstcogkrwldjx1m
73,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.275,0.7,en,,,PuneUpdater,88,0,,,,,nan
74,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.5,en,,,PuneUpdater,88,0,,,,,nan
75,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",3.7007434154171876e-17,0.6333333333333334,en,,,PuneUpdater,88,0,,,,,nan
76,Fri Jun 18 18:01:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.0,0.0,en,,,PuneUpdater,88,0,,,,,nan
77,Fri Jun 18 18:02:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.31666666666666665,0.6111111111111109,en,5.0,1.0,rabiiik527,468,381,,"[{'text': 'Israel', 'indices': [16, 23]}, {'text': 'PM', 'indices': [40, 43]}, {'text': 'NaftaliBennett', 'indices': [45, 60]}, {'text': 'Covid19', 'indices': [99, 107]}, {'text': 'vaccine', 'indices': [108, 116]}, {'text': 'Palestine', 'indices': [126, 136]}]",[],,as per report israel prime minist pm naftalibennett said israel provid million covid19 vaccin dose palestin an agreement sign newli elect govern send vaccin httpstcokyg0hoe2j6
78,Fri Jun 18 18:02:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.4375,0.75,en,,,HealthZA,304613,1373,,,,South Africa,nan
79,Fri Jun 18 18:02:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.275,0.7,en,49.0,19.0,MrGeepGeep,267,357,,"[{'text': 'COVID19', 'indices': [74, 82]}]",[],Purgatory,as june 17th tampt administ 201313 dose whoapprov covid19 vaccin the countri approxim 56 avail stock remain in tobago number lower 15 june 17th 3000 sinopharm dose arriv monday httpstco9nsihqxxpu httpstcocvgwslnmxl
80,Fri Jun 18 18:02:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1625,0.2375,en,264.0,239.0,carissa_moore,125,207,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
81,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1555555555555556,0.3711111111111111,en,39.0,6.0,SandyHi2244,350,612,,,,,nan
82,Fri Jun 18 18:02:26 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.4375,0.75,en,693.0,223.0,ReadingCEP,167,758,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Fresno, CA",im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
83,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.4375,0.2833333333333333,en,9.0,11.0,cfx82073592,401,2200,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",Time Lord,aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
84,Fri Jun 18 18:02:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.31666666666666665,0.6111111111111109,en,6.0,6.0,herohatta,129,2220,,"[{'text': 'COVID19', 'indices': [72, 80]}, {'text': 'VaccinateToSaveSouthAfrica', 'indices': [81, 108]}]",[],,watch how vaccin work bodi protect us covid19 vaccinatetosavesouthafrica httpstcoodtp5i6rwn httpstcolxxe9l38p
85,Fri Jun 18 18:02:38 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.4375,0.75,en,1.0,1.0,LeanneWilkinsSA,28,102,,,,,nan
86,Fri Jun 18 18:02:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",3.7007434154171876e-17,0.6333333333333334,en,179.0,36.0,ElXe_GaX7,252,235,,"[{'text': 'COVID19', 'indices': [38, 46]}]",[],Canada 🇨🇦- Xenaverse - ,peopl free believ covid19 hoax argu vaccin plotbut constitut right put peopl health risk as place work unless vaccin httpstcoxivwoctrfp
87,Fri Jun 18 18:02:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,0.5,en,,,joannachiu,48404,10696,,,,"Vancouver, British Columbia",nan
88,Fri Jun 18 18:02:46 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,en,,,MajDowney,38,93,,,,,nan
89,Fri Jun 18 18:02:48 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.14444444444444446,0.2,en,352.0,97.0,LoisRobb1,1151,1140,,,,"Calgary, Alberta Canada",nan
90,Fri Jun 18 18:02:49 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.13333333333333333,0.4555555555555556,en,,,myamphealth,371,193,,,,"London, England",nan
91,Fri Jun 18 18:02:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,en,859.0,487.0,ohhDee__,621,723,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]","Miami, FL",we die ugandan need world stand we need oxygen ppe covid19 vaccin money pay overstretch health worker world need oxygen failur kill 30 covid patient mulago httpstcoo1k0iugf6z via dailymonitor
92,Fri Jun 18 18:02:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.4375,0.75,en,264.0,240.0,demikode99,118,420,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",,africa midst fullblown third wave moetitshidi said the sober trajectori surg case draw everyon urgent action weve seen india elsewher quickli covid19 rebound overwhelm health system httpstcocemrzeidyr
93,Fri Jun 18 18:02:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.21666666666666667,0.35000000000000003,en,219.0,98.0,FSzesnat,256,564,,[],[],Suffolk,dr moeti head who africa one best public health expert leader i know her desper request vaccin africa we plead germani uk lift patent restrict urgent transfer technolog enabl product africa httpstcosogiroihoc
94,Fri Jun 18 18:03:05 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.35000000000000003,0.7444444444444445,en,694.0,224.0,Bonnie_bear4,64,406,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Salt Lake City, UT",im pleas welcom wecandothi bu atlanta today rememb 3 easi way find covid19 vaccin near search httpstcod2pdwips8o text zip code 438829 call 18002320233 httpstcoammcmmctip
95,Fri Jun 18 18:03:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.675,0.475,en,70.0,49.0,Anuradh19217430,559,772,,"[{'text': 'VaccinationDrive', 'indices': [207, 224]}]","[{'screen_name': 'BJP4India', 'name': 'BJP', 'id': 207809313, 'id_str': '207809313', 'indices': [118, 128]}, {'screen_name': 'RSSorg', 'name': 'RSS', 'id': 310239584, 'id_str': '310239584', 'indices': [133, 140]}]",India,covid19 vaccin reach remotest place jammu amp kashmir gujjar bakarw commun healthcar staff bjp4india rssorg karyakarta travel long distanc terrain take forward vaccinationdr httpstcosfnnxzfsrv
96,Fri Jun 18 18:03:13 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.03585858585858584,0.4171717171717172,en,0.0,1.0,ConservativeMo3,261,708,,"[{'text': 'Healthcare', 'indices': [0, 11]}, {'text': 'equitable', 'indices': [83, 93]}, {'text': 'COVID19', 'indices': [143, 151]}, {'text': 'vaccines', 'indices': [152, 161]}, {'text': 'inequitable', 'indices': [176, 188]}, {'text': 'minorities', 'indices': [248, 259]}, {'text': 'genders', 'indices': [267, 275]}]",[],"Indianapolis, IN",healthcar system nationwid take action divers inclus equit howev employe vaccin mandat covid19 vaccin liter inequit healthcar clinic trial adequ repres minor gender
97,Fri Jun 18 18:03:25 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0.07500000000000004,0.46875,en,12.0,8.0,tizzywoman,42704,26651,,"[{'text': 'covid19', 'indices': [77, 85]}]",[],Geeks Persist Headquarters ,pleas research first read see someth vaccin covid19 sound unusu spread disinfo mean peopl wont get vaccin fear that lead death america frontlin doctor trust httpstcojy0kgprqr httpstco1yq1er5fcq
98,Fri Jun 18 18:03:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.125,0.725,en,390.0,21.0,Alreidy,2949,1339,,"[{'text': 'VaccinEquity', 'indices': [84, 97]}, {'text': 'GoGiveOne', 'indices': [104, 114]}, {'text': 'COVID19', 'indices': [195, 203]}]","[{'screen_name': 'roadamerica', 'name': 'Road America', 'id': 27930155, 'id_str': '27930155', 'indices': [24, 36]}, {'screen_name': 'IndyCar', 'name': 'NTT INDYCAR SERIES', 'id': 21302878, 'id_str': '21302878', 'indices': [228, 236]}, {'screen_name': 'WHOFoundation', 'name': 'WHO Foundation', 'id': 1259956813006622721, 'id_str': '1259956813006622721', 'indices': [237, 251]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [252, 256]}]","Seattle, WA",excit race roadamerica weekend come anoth drive vaccinequ amp gogiveon get vaccin everyon everywher let help vaccin world covid19 httpstcorg6zoxlw97 indycar whofound who httpstcohtrvkkvisq
99,Fri Jun 18 18:03:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5,0.5,en,27.0,27.0,pjotrowicz,6353,2978,,"[{'text': 'COVID19', 'indices': [12, 20]}, {'text': 'VaccinEquity', 'indices': [271, 284]}]","[{'screen_name': 'DrTedros', 'name': 'Tedros Adhanom Ghebreyesus', 'id': 189868631, 'id_str': '189868631', 'indices': [256, 265]}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': 14499829, 'id_str': '14499829', 'indices': [266, 270]}]",Jestem nomadą,in africa covid19 case increas 52 past week amp death increas 32 we expect thing get wors less 2 africa popul vaccin vaccin donat next year far late drtedro who vaccinequ httpstcowo6wviwwfc
100,Fri Jun 18 18:03:33 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.21666666666666667,0.6645833333333333,en,9.0,12.0,Dima__Abisaab,128,172,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]","New York, NY",aipac will aipac tell world israel sold expir vaccin palestinian could disastr palestinian make covid19 crisi far wors lead palestinian death thisisisrael httpstcowtpn9xmsv
